,id,time,callsign,lasmax_dB,label,type,tags,duration,registration,operator
4682,132224701,2025-03-06 09:08:10,EZY48DR,60.19999980026685,21,Airbus A320 214,Kaagbaan06_T,51,G-EZTZ,Easyjet
4684,132224721,2025-03-06 09:12:46,EIN84T,60.19999980026685,21,Airbus A320 214,Kaagbaan06_T,34,EI-DEN,Aer Lingus
4685,132224731,2025-03-06 09:13:36,KLM1451,59.39999973627356,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,24,PH-EXI,
4686,132224751,2025-03-06 09:17:37,CFE96A,60.79999962982939,21,Embraer EMB-190 SR,Kaagbaan06_T,30,G-LCYK,Cityflyer Express
4687,132224761,2025-03-06 09:20:12,DAL133,65.80000002108898,21,Airbus A330 323X,Kaagbaan06_T,59,N802NW,Northwest Airlines
4688,132224791,2025-03-06 09:26:47,KLM751,64.29999972723482,21,Boeing 777-200,Kaagbaan06_T,41,PH-BQF,
4689,132224801,2025-03-06 09:31:18,KLM41H,61.1000003718099,21,Boeing 737-800,Kaagbaan06_T,41,PH-BCB,
4690,132224821,2025-03-06 09:37:14,UAL21,64.89999985189709,21,Boeing 767 322ER,Kaagbaan06_T,54,N654UA,United Airlines
4691,132224831,2025-03-06 09:38:28,KLM591,62.39999983732468,21,Boeing 777-200,Kaagbaan06_T,27,PH-BQK,
4692,132224841,2025-03-06 09:41:04,AFR1341,59.70000021875869,21,Airbus A320 214SL,Kaagbaan06_T,53,F-HEPJ,Air France
4693,132224851,2025-03-06 09:41:56,KLM955,58.99999977968414,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,30,PH-EZP,
4694,132224861,2025-03-06 09:43:51,KLM539,65.19999974727581,21,Airbus SAS A330-203,Kaagbaan06_T,57,PH-AOF,
4695,132224871,2025-03-06 09:45:53,VLG20T,59.200000237162946,21,Airbus A320 216,Kaagbaan06_T,38,EC-KLT,
4696,132224881,2025-03-06 09:47:09,KLM35B,62.50000034008066,21,Boeing 737-800,Kaagbaan06_T,53,PH-BXB,
4697,132224891,2025-03-06 09:50:24,DAL161,66.80000037637839,21,Airbus A330 302,Kaagbaan06_T,55,N827NW,Delta Airlines
4698,132224901,2025-03-06 09:51:40,AEE519,53.20000011754865,21,Airbus A320 232SL,Kaagbaan24_T,31,SX-DGY,
4701,132224931,2025-03-06 09:59:30,DAL73,65.59999988784523,21,Airbus A330 323E,Kaagbaan06_T,73,N819NW,Delta Airlines
4702,132224941,2025-03-06 10:01:27,EZY43JT,60.699999726437,21,Airbus A320 214,Kaagbaan06_T,66,G-EZTD,Easyjet
4703,132224951,2025-03-06 10:02:48,DLH1A,61.499999779499454,21,Airbus A319 114,Kaagbaan06_T,73,D-AILC,Lufthansa
4704,132224961,2025-03-06 10:06:19,GIA089,63.40000006030521,21,Boeing 777 3U3ER,Kaagbaan06_T,36,PK-GIF,Garuda International Airlines
4706,132224981,2025-03-06 10:17:57,KLM163,63.40000006030521,21,Boeing 777-300ER,Kaagbaan06_T,62,PH-BVG,
4707,132224991,2025-03-06 10:19:21,KLM791,67.20000008725626,21,Boeing 777-300ER,Kaagbaan06_T,35,PH-BVK,
4708,132225001,2025-03-06 10:24:03,KLM91Y,61.80000019779552,21,Boeing 737-800,Kaagbaan06_T,42,PH-BCK,KLM Royal Dutch Airlines
4709,132225011,2025-03-06 10:27:09,UAL947,62.60000005172623,21,Boeing 767 322ER,Kaagbaan06_T,59,N643UA,United Airlines
4710,132225021,2025-03-06 10:28:43,KLM705,61.499999779499454,21,Boeing 787-9,Kaagbaan06_T,40,PH-BHO,KLM Royal Dutch Airlines
4711,132225031,2025-03-06 10:30:45,TFL8NG,55.599999772793,21,Boeing 737-8MAX,Kaagbaan06_T,20,PH-TFN,TUI Airlines Netherlands
4712,132225041,2025-03-06 10:32:05,TFL369,57.90000024477134,21,Boeing 787-8,Kaagbaan06_T,27,PH-TFM,
4713,132225051,2025-03-06 10:33:09,FIN9AD,56.699999667408356,21,Airbus A350 941,Kaagbaan06_T,54,OH-LWL,
4715,132225071,2025-03-06 10:38:56,BAW41R,58.900000159237166,21,Airbus A320 232,Kaagbaan06_T,26,G-EUUL,British Airways
4716,132225081,2025-03-06 10:41:25,KLM877,54.20000008753935,21,Boeing 787-10,Aalsmeerbaan36R_T,27,PH-BKA,KLM Royal Dutch Airlines
4717,132225091,2025-03-06 10:44:44,CFE93PN,59.39999973627356,21,Embraer ERJ190-100SR,Kaagbaan06_T,66,G-LCAB,BA Cityflyer
4718,132225101,2025-03-06 10:47:59,KLM59J,58.900000159237166,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,70,PH-EXT,KLM Cityhopper
4720,132225121,2025-03-06 10:51:42,KLM83E,59.29999984915543,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,81,PH-EXO,KLM Cityhopper
4721,132225131,2025-03-06 10:56:43,KLM37M,55.599999772793,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,22,PH-EZO,
4722,132225141,2025-03-06 11:00:10,EJU83CQ,53.10000024328873,21,Airbus A320-214SL,Aalsmeerbaan36R_T,37,OE-IJI,EasyJet Europe
4723,132225151,2025-03-06 11:03:48,ROT362M,56.10000003509641,21,Boeing 737NG 800/W,Oostbaan04_T,37,YR-BGK,TAROM
4725,132225171,2025-03-06 11:07:49,KLM743,67.70000004416828,21,Boeing 777-300ER,Kaagbaan06_T,60,PH-BVF,
4726,132225181,2025-03-06 11:13:57,KLM63W,63.000000326110325,21,Boeing 737-800,Kaagbaan06_T,86,PH-BGB,
4727,132225191,2025-03-06 11:16:47,KLM27Z,65.10000027305732,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,104,PH-EXZ,KLM Cityhopper
4728,132225201,2025-03-06 11:18:33,ACA809,63.40000006030521,21,Boeing 777 233LR,Kaagbaan06_T,44,C-FNND,Air Canada
4729,132225211,2025-03-06 11:19:33,KLM67G,52.40000002698865,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,36,PH-EZG,
4730,132225221,2025-03-06 11:20:38,KLM99C,60.500000483820166,21,Boeing 737-800,Kaagbaan06_T,72,PH-BCH,KLM Royal Dutch Airlines
4731,132225231,2025-03-06 11:24:36,UAL908,68.40000024605598,21,Boeing 767 322ER/W,Kaagbaan06_T,84,N667UA,United Airlines
4732,132225241,2025-03-06 11:26:32,KLM1127,63.09999977136199,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,83,PH-EXX,KLM Cityhopper
4734,132225261,2025-03-06 11:30:03,KLM1921,61.70000024646643,21,Embraer ERJ190-100LR,Aalsmeerbaan36R_T,49,PH-EZV,KLM Cityhopper
4735,132225271,2025-03-06 11:31:31,TRA19T,57.299999890800365,21,Boeing 737-800,Aalsmeerbaan36R_T,45,PH-HSF,
4736,132225281,2025-03-06 11:34:45,IBS17WY,59.10000028311194,21,Airbus A320-214,Aalsmeerbaan36R_T,34,EC-MUK,Iberia
4737,132225291,2025-03-06 11:35:56,KLM77H,56.10000003509641,21,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_T,33,PH-EXS,Klm Cityhopper
4740,132225321,2025-03-06 11:43:02,KLM73J,63.000000326110325,21,Embraer ERJ190-100STD,Kaagbaan06_T,44,PH-EZZ,KLM Cityhopper
4742,132225361,2025-03-06 11:51:45,KLM95Y,54.600000047650745,21,Embraer ERJ190-100STD,Kaagbaan24_T,44,PH-EZX,KLM Cityhopper
4743,132225371,2025-03-06 11:53:11,ICE7EZ,57.00000020117855,21,Boeing 737-8MAX,Kaagbaan06_T,35,TF-ICY,Icelandair
4746,132225401,2025-03-06 11:57:10,AFR58LW,61.19999956845862,21,Airbus A320 214,Kaagbaan06_T,69,F-GKXL,Air France
4747,132225411,2025-03-06 11:58:43,KLM55F,60.999999832131486,21,Embraer ERJ190-100STD,Kaagbaan06_T,54,PH-EZS,KLM Cityhopper
4749,132225431,2025-03-06 12:03:27,KLM219,67.00000020500286,21,Airbus SAS A330-203,Kaagbaan06_T,74,PH-AOB,
4751,132225451,2025-03-06 12:07:57,KLM57T,62.19999973047684,21,Canadair CL-600-2B19 CRJ-200LR,Kaagbaan06_T,49,D-ACJJ,
4753,132225471,2025-03-06 12:10:03,KLM1375,61.1000003718099,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,48,PH-EZR,
4754,132225481,2025-03-06 12:13:15,KLM765,67.20000008725626,21,Airbus SAS A330-303,Kaagbaan06_T,63,PH-AKB,
4756,132225501,2025-03-06 12:17:45,KLM635,60.19999980026685,21,Boeing 787-9,Zwanenburgbaan36C_T,53,PH-BHA,
4758,132225521,2025-03-06 12:21:18,EZY21KH,62.90000029327166,21,Airbus A319 111,Kaagbaan06_T,67,G-EZBZ,
4760,132225551,2025-03-06 12:26:30,CSN496,68.70000034434003,21,Boeing 777 F1B,Kaagbaan06_T,42,B-2010,China Southern Airlines
4762,132225571,2025-03-06 12:29:58,KLM49F,59.29999984915543,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,55,PH-EXG,
4764,132225591,2025-03-06 12:32:56,KLM1711,61.400000207505755,21,Embraer ERJ190-100STD,Kaagbaan06_T,67,PH-EZY,KLM Cityhopper
4765,132225601,2025-03-06 12:34:50,KLM1789,60.79999962982939,21,Embraer ERJ190-100STD,Kaagbaan06_T,40,PH-EXA,KLM Cityhopper
4766,132225611,2025-03-06 12:40:17,KLM31H,63.2000002919855,21,Boeing 737-800,Zwanenburgbaan36C_T,52,PH-BXI,
4767,132225621,2025-03-06 12:41:56,EJU83RA,59.29999984915543,21,Airbus A319-111,Kaagbaan06_T,39,OE-LQS,EasyJet Europe
4769,132225641,2025-03-06 12:45:15,KLM83V,60.300000379565034,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,59,PH-EXW,KLM Cityhopper
4771,132225661,2025-03-06 12:49:43,TRA073,61.29999995930273,21,Boeing 737-800,Kaagbaan06_T,90,PH-HZV,
4772,132225671,2025-03-06 12:52:47,KLM99L,60.999999832131486,21,Boeing 737-700,Kaagbaan06_T,61,PH-BGF,
4773,132225681,2025-03-06 12:54:14,KLM85G,60.300000379565034,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,63,PH-EXE,Klm Cityhopper
4774,132225691,2025-03-06 12:56:20,DAL75,66.0999998679978,21,Airbus A330 323E,Zwanenburgbaan36C_T,71,N813NW,
4776,132225711,2025-03-06 13:01:31,CFE60M,65.10000027305732,21,Embraer EMB-190 SR,Kaagbaan06_T,94,G-LCYK,Cityflyer Express
4778,132225731,2025-03-06 13:04:51,DLH8FT,57.7000002475348,21,Airbus A320-271N,Kaagbaan06_T,48,D-AINP,Lufthansa
4780,132225751,2025-03-06 13:09:51,EIN605P,59.90000005209495,21,Airbus A320 214,Kaagbaan06_T,68,EI-DEJ,Aer Lingus
4781,132225761,2025-03-06 13:11:58,TRA5227,61.19999956845862,21,Boeing 737-800,Kaagbaan06_T,53,PH-HSM,
4783,132225781,2025-03-06 13:20:39,EZY97AQ,60.699999726437,21,Airbus A320 214,Kaagbaan06_T,60,G-EZUL,EasyJet
4784,132225791,2025-03-06 13:22:12,VLG112M,61.59999978094599,21,Airbus A320 232SL,Kaagbaan06_T,38,EC-MEA,Vueling Airlines
4785,132225801,2025-03-06 13:23:15,BAW43XP,56.10000003509641,21,Airbus A320-251N,Kaagbaan06_T,58,G-TTNH,British Airways
4786,132225811,2025-03-06 13:26:34,KLM49N,56.30000002063645,21,Boeing 737-700,Aalsmeerbaan36R_T,46,PH-BGM,
4787,132225821,2025-03-06 13:27:45,KLM53U,53.699999922808324,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,43,PH-EXV,KLM Cityhopper
4788,132225831,2025-03-06 13:28:40,KLM129,65.89999997083599,21,Airbus SAS A330-203,Kaagbaan06_T,50,PH-AOA,
4789,132225841,2025-03-06 13:30:33,EJU15BZ,58.19999988466617,21,Airbus A319-111,Kaagbaan06_T,71,OE-LQN,EasyJet Europe
4790,132225851,2025-03-06 13:33:17,AFR23LU,60.89999991718851,21,Embraer EMB-170 STD,Kaagbaan06_T,62,F-HBXC,Regional Airlines/Air France
4791,132225861,2025-03-06 13:35:11,KLM1779,57.50000019391682,21,Embraer ERJ 190-100 STD,Oostbaan04_T,43,PH-EZM,
4792,132225871,2025-03-06 13:36:51,KLM75T,60.79999962982939,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,80,PH-EZH,
4793,132225881,2025-03-06 13:39:38,KLM47U,63.2000002919855,21,Boeing 737-700,Kaagbaan06_T,41,PH-BGQ,
4794,132225891,2025-03-06 13:40:59,KLM861,57.90000024477134,21,Boeing 777-200,Oostbaan04_T,42,PH-BQL,
4795,132225901,2025-03-06 13:43:05,KLM1905,55.9999998891213,21,Boeing 737-800,Aalsmeerbaan36R_T,40,PH-HSE,
4796,132225911,2025-03-06 13:44:59,KLM281,62.699999957314034,21,Boeing 777-200,Kaagbaan06_T,77,PH-BQM,
4797,132225931,2025-03-06 13:48:30,KLM41F,60.300000379565034,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,51,PH-EXY,KLM Cityhopper
4798,132225961,2025-03-06 13:55:04,KLM589,60.89999991718851,21,Boeing 777-300ER,Kaagbaan06_T,47,PH-BVB,
4799,132225971,2025-03-06 13:57:00,KLM63R,54.600000047650745,21,Boeing 737-800,Aalsmeerbaan36R_T,36,PH-BXM,
4800,132225981,2025-03-06 13:58:12,KLM1285,55.50000039197834,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,35,PH-EZP,
4801,132225991,2025-03-06 13:59:32,KLM427,52.10000014429497,21,Boeing 777-200,Aalsmeerbaan36R_T,43,PH-BQB,
4802,132226001,2025-03-06 14:02:00,KLM1169,61.59999978094599,21,Boeing 737-800,Kaagbaan06_T,71,PH-BXU,
4803,132226011,2025-03-06 14:03:12,TAP66TS,57.00000020117855,21,Airbus A321-251N,Kaagbaan06_T,53,CS-TJI,TAP Air Portugal
4804,132226021,2025-03-06 14:04:42,KLM1605,56.39999963718678,21,Boeing 737-900,Aalsmeerbaan36R_T,38,PH-BXT,
4805,132226031,2025-03-06 14:05:36,EZY18KR,57.90000024477134,21,Airbus A319 111,Kaagbaan06_T,39,G-EZBH,
4807,132226061,2025-03-06 14:09:52,KLM93Z,62.29999979734124,21,Boeing 737-800,Kaagbaan06_T,48,PH-BGC,
4808,132226071,2025-03-06 14:11:57,CLX68K,58.700000224255575,21,Boeing 747 8R7F,Kaagbaan06_T,63,LX-VCC,Cargolux
4810,132226111,2025-03-06 14:19:00,DAL135,67.39999979415896,21,Airbus A330 302,Kaagbaan06_T,84,N823NW,Delta Airlines
4811,132226131,2025-03-06 14:23:42,VLG8435,62.60000005172623,21,Airbus A320 214,Kaagbaan06_T,49,EC-JYX,Vueling Airlines
4812,132226141,2025-03-06 14:25:12,VLG994B,59.29999984915543,21,Airbus A320-214,Kaagbaan06_T,41,EC-MYB,Vueling Airlines
4813,132226151,2025-03-06 14:26:28,KLM1855,63.90000015813748,21,Boeing 737-700,Kaagbaan06_T,90,PH-BGH,
4814,132226161,2025-03-06 14:28:04,KLM71V,62.90000029327166,21,Boeing 737-800,Kaagbaan06_T,49,PH-BXC,
4815,132226171,2025-03-06 14:29:53,KLM685,58.300000272903404,21,Boeing 787-9,Kaagbaan06_T,75,PH-BHE,
4819,132226231,2025-03-06 14:41:51,SWR3VD,61.90000025590525,21,Airbus A321 111,Kaagbaan06_T,49,HB-IOF,Swiss International Air Lines
4820,132226241,2025-03-06 14:42:41,TRA30Y,60.999999832131486,21,Boeing 737-800,Kaagbaan06_T,31,PH-HSB,
4821,132226251,2025-03-06 14:43:57,KLM83B,61.400000207505755,21,Boeing 737-800,Kaagbaan06_T,30,PH-BXK,
4822,132226261,2025-03-06 14:45:55,EJU97FZ,55.399999595447184,21,Airbus A319 111,Kaagbaan06_T,22,OE-LDB,Austrian Airlines
4823,132226271,2025-03-06 14:48:04,KLM91J,62.80000008017025,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,58,PH-EXH,
4824,132226281,2025-03-06 14:49:42,KLM1245,58.700000224255575,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,53,PH-EXI,
4825,132226291,2025-03-06 14:51:20,TRA071,62.699999957314034,21,Boeing 737-800,Kaagbaan06_T,52,PH-HZL,
4826,132226311,2025-03-06 14:54:57,GTI5528,72.00000015667216,21,Boeing 747 4B5ERF,Kaagbaan06_T,81,N445MC,
4827,132226321,2025-03-06 14:57:04,KLM904,52.600000203759684,21,Embraer ERJ 170-200 STD,Polderbaan18R_T,33,PH-EXZ,KLM Cityhopper
4828,132226331,2025-03-06 14:59:53,CSG2578,66.29999987864112,21,Boeing 777 F1B,Kaagbaan06_T,55,B-2081,China Cargo Airlines
4831,132226361,2025-03-06 15:07:04,CLX492U,67.00000020500286,21,Boeing 747 4R7F,Kaagbaan06_T,50,LX-WCV,
4833,132226391,2025-03-06 15:17:00,TRA77G,61.1000003718099,21,Boeing 737-800,Kaagbaan06_T,41,PH-HZN,
4834,132226401,2025-03-06 15:18:58,KLM1307,58.10000000930995,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,51,PH-EXO,KLM Cityhopper
4836,132226431,2025-03-06 15:23:32,KLM1187,58.799999721318265,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,32,PH-EZB,
4837,132226441,2025-03-06 15:26:57,KLM53D,60.89999991718851,21,Boeing 737-900,Kaagbaan06_T,42,PH-BXP,
4838,132226451,2025-03-06 15:28:04,KLM959,59.90000005209495,21,Boeing 737-800,Kaagbaan06_T,57,PH-BCB,
4839,132226461,2025-03-06 15:29:34,KLM89U,60.300000379565034,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,71,PH-EXW,KLM Cityhopper
4840,132226471,2025-03-06 15:31:22,KLM1035,60.699999726437,21,Boeing 737-800,Kaagbaan06_T,63,PH-BXL,
4841,132226481,2025-03-06 15:33:06,NJE038E,60.1000001160335,21,Cessna Citation XLS,Oostbaan04_T,65,CS-DXZ,Netjets Europe
4842,132226491,2025-03-06 15:34:38,KLM45B,60.1000001160335,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,59,PH-EZF,
4843,132226501,2025-03-06 15:36:48,CFE04D,59.70000021875869,21,Embraer EMB-190 SR,Kaagbaan06_T,74,G-LCYJ,Cityflyer Express
4844,132226511,2025-03-06 15:40:25,EZY71UC,60.79999962982939,21,Airbus A320 214SL,Kaagbaan06_T,67,G-EZPX,EasyJet
4845,132226521,2025-03-06 15:41:51,KLM74U,59.90000005209495,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,65,PH-EXR,KLM Cityhopper
4846,132226531,2025-03-06 15:44:44,KLC1059,59.10000028311194,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,91,PH-EXF,
4847,132226541,2025-03-06 15:47:16,KLM57Y,59.49999977702309,21,Embraer ERJ190-100STD,Kaagbaan06_T,64,PH-EZZ,KLM Cityhopper
4848,132226551,2025-03-06 15:49:20,KLC1093,58.799999721318265,21,Embraer ERJ190-100STD,Kaagbaan06_T,54,PH-EZY,KLM Cityhopper
4850,132226571,2025-03-06 15:56:19,KLM71A,54.699999579229825,21,Boeing 737-800,Zwanenburgbaan36C_T,35,PH-BCA,
4851,132226581,2025-03-06 15:57:37,KLM93B,59.90000005209495,21,Boeing 737-800,Kaagbaan06_T,53,PH-BXG,
4852,132226591,2025-03-06 15:59:03,KLM83A,62.09999980044089,21,Boeing 737-700,Kaagbaan06_T,61,PH-BGG,
4853,132226601,2025-03-06 16:00:19,KLM35U,57.80000016469923,21,Embraer ERJ190-100LR,Kaagbaan24_T,43,PH-EZV,KLM Cityhopper
4854,132226611,2025-03-06 16:02:07,ZXP02,56.80000028541634,21,Eurocopter Deutschland EC135 P2+,"Kaagbaan24_L,Kaagbaan24_T",93,PH-PXB,
4859,132226671,2025-03-06 16:16:23,KLM91X,55.700000413667865,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,38,PH-EZA,
4862,132226701,2025-03-06 16:25:30,KLM1225,62.19999973047684,21,Boeing 737-800,Kaagbaan06_T,47,PH-BGA,
4863,132226711,2025-03-06 16:26:45,KLM695,62.39999983732468,21,Boeing 777-200,Kaagbaan06_T,74,PH-BQD,
4864,132226731,2025-03-06 16:30:24,KLM929,58.10000000930995,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,66,PH-EXP,KLM Cityhopper
4865,132226741,2025-03-06 16:31:52,AUA34F,60.599999853049944,21,Airbus A320-216,Kaagbaan06_T,75,OE-LXE,Austrian Airlines
4866,132226751,2025-03-06 16:33:22,KLM21B,61.90000025590525,21,Canadair CL-600-2B19 CRJ-200LR,Kaagbaan06_T,34,D-ACJJ,
4868,132226771,2025-03-06 16:39:09,TRA2G,59.80000020173155,21,Boeing 737-800,Kaagbaan06_T,45,PH-HXN,Transavia
4869,132226781,2025-03-06 16:41:24,GAC878B,47.000000086599414,21,Cessna 510 Citation Mustang,Oostbaan04_T,21,OE-FRM,GlobeAir AG
4870,132226791,2025-03-06 16:42:21,KLM1823,58.300000272903404,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,31,PH-EXS,Klm Cityhopper
4871,132226801,2025-03-06 16:43:40,BAW447J,57.90000024477134,21,Airbus A320 232,Kaagbaan06_T,46,G-EUUB,British Airways
4873,132226821,2025-03-06 16:47:17,TKJ71U,61.80000019779552,21,Boeing 737NG 8F2/W,Kaagbaan06_T,68,TC-JFL,
4874,132226831,2025-03-06 16:50:07,KLM166,59.10000028311194,21,Boeing 777-200,Kaagbaan06_T,64,PH-BQA,
4875,132226841,2025-03-06 16:54:29,RAM851W,62.50000034008066,21,Boeing 737-8B6 (W),Kaagbaan06_T,42,CN-ROA,Royal Air Maroc
4876,132226851,2025-03-06 16:55:51,EZY25BN,57.50000019391682,21,Airbus A319 111,Kaagbaan06_T,70,G-EZDN,Easyjet
4877,132226861,2025-03-06 17:00:01,TRA44R,58.799999721318265,21,Boeing 737-800,Kaagbaan06_T,54,PH-HXO,Transavia
4878,132226871,2025-03-06 17:01:31,KLM1411,61.80000019779552,21,Boeing 737-800,Kaagbaan06_T,49,PH-BCG,KLM Royal Dutch Airlines
4879,132226881,2025-03-06 17:08:58,KLM75R,57.40000000466687,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,36,PH-EXJ,
4880,132226891,2025-03-06 17:15:07,QTR15J,59.80000020173155,21,Boeing 777-FDZ,Kaagbaan06_T,43,A7-BFJ,Qatar Airways Cargo
4882,132226911,2025-03-06 17:23:20,CFE6CP,58.49999999954957,21,Embraer ERJ190-100SR,Kaagbaan06_T,61,G-LCYP,BA CityFlyer
4883,132226921,2025-03-06 17:26:17,KLM993,58.10000000930995,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,68,PH-EXV,KLM Cityhopper
4884,132226931,2025-03-06 17:27:16,TAP67U,53.90000007902604,21,Airbus A320-251N,Kaagbaan06_T,37,CS-TVC,TAP Air Portugal
4885,132226941,2025-03-06 17:28:43,SIA7396,63.49999964941869,21,Boeing 747 412F,Kaagbaan06_T,61,9V-SFO,Singapore Airlines Cargo
4887,132226961,2025-03-06 17:33:43,EJU7929,57.100000271734885,21,Airbus A319-111,Kaagbaan06_T,42,OE-LQN,EasyJet Europe
4888,132226971,2025-03-06 17:38:31,DLH7A,52.40000002698865,21,Airbus A320 214SL,Oostbaan04_T,34,D-AIUC,Lufthansa
4889,132226981,2025-03-06 17:48:39,KLM595,60.399999933542134,21,Boeing 777-300ER,Aalsmeerbaan36R_T,54,PH-BVS,KLM Royal Dutch Airlines
4890,132226991,2025-03-06 17:54:00,MAS6125,58.799999721318265,21,Airbus A330 223F,Aalsmeerbaan36R_T,34,9M-MUB,MASkargo
4891,132227001,2025-03-06 17:58:00,DLH9A,52.200000037033085,21,Airbus A319 112,Aalsmeerbaan36R_T,31,D-AIBH,Lufthansa
4892,132227011,2025-03-06 18:08:11,FIN2EG,53.60000007463857,21,Airbus A321-231SL,Kaagbaan24_T,47,OH-LZT,Finnair
4896,132227051,2025-03-06 18:48:03,KLM67D,54.20000008753935,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,40,PH-EZM,
4897,132227061,2025-03-06 18:49:34,CKK206,58.00000013500245,21,Boeing 777 F6N,Oostbaan04_T,42,B-2076,China Cargo Airlines
4898,132227071,2025-03-06 18:51:45,KLM95B,51.59999990334411,21,Boeing 737-800,Oostbaan04_T,45,PH-HSE,
4899,132227081,2025-03-06 18:53:34,VLG12BR,48.00000004350824,21,Airbus A320 214SL,Aalsmeerbaan36R_T,57,EC-MAN,Vueling Airlines
4902,132227121,2025-03-06 19:04:51,DLH8WJ,49.99999963382683,21,Airbus A320 214,Aalsmeerbaan36R_T,44,D-AIZN,Lufthansa
4903,132227131,2025-03-06 19:07:19,AUA3SV,57.7000002475348,21,Embraer EMB-195 LR,Kaagbaan06_T,53,OE-LWK,Austrian Airlines
4904,132227141,2025-03-06 19:09:31,KLM51D,58.49999999954957,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,79,PH-EXY,KLM Cityhopper
4905,132227151,2025-03-06 19:13:54,CES772,63.000000326110325,21,Boeing 777 39PER,Kaagbaan06_T,61,B-7369,China Eastern Airlines
4906,132227161,2025-03-06 19:16:34,SAS554,53.999999856407506,21,Canadair CRJ900 Regional Jet,Kaagbaan06_T,44,EI-GEC,City Jet
4912,132227221,2025-03-06 19:29:28,SXS9N,59.200000237162946,21,Boeing 737NG 8HC/W,Kaagbaan06_T,38,TC-SOA,Sun Express
4913,132227231,2025-03-06 19:31:40,EIN84X,57.100000271734885,21,Airbus A320 214,Kaagbaan06_T,81,EI-DEN,Aer Lingus
4914,132227241,2025-03-06 19:33:58,KLM807,62.19999973047684,21,Boeing 777-200,Kaagbaan06_T,53,PH-BQO,
4915,132227251,2025-03-06 19:43:04,KLM61T,58.10000000930995,21,Boeing 737-800,Kaagbaan06_T,46,PH-BXM,
4916,132227261,2025-03-06 19:44:10,KLM1189,56.89999980114993,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,38,PH-EXI,
4918,132227281,2025-03-06 19:50:39,KLM89E,59.39999973627356,21,Boeing 737-800,Kaagbaan06_T,50,PH-BXI,
4919,132227291,2025-03-06 19:51:58,AFR91EM,58.19999988466617,21,Airbus A321 212,Kaagbaan06_T,34,F-GTAJ,Air France
4920,132227301,2025-03-06 19:54:11,KLM87Q,56.5000002019191,21,Embraer ERJ190-100STD,Kaagbaan06_T,28,PH-EZZ,KLM Cityhopper
4922,132227321,2025-03-06 19:58:11,KLM22V,59.70000021875869,21,Boeing 737-800,Kaagbaan06_T,48,PH-BXL,
4923,132227331,2025-03-06 20:00:01,KLM39G,61.90000025590525,21,Boeing 737-800,Kaagbaan06_T,42,PH-BXW,
4925,132227351,2025-03-06 20:02:55,IBS17NP,57.80000016469923,21,Airbus A320 214,Kaagbaan06_T,37,EC-ILQ,Iberia
4926,132227361,2025-03-06 20:06:30,KLM21X,59.80000020173155,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,60,PH-EZR,
4927,132227371,2025-03-06 20:10:15,KLM43F,58.799999721318265,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,32,PH-EZB,
4930,132227401,2025-03-06 20:14:24,KLM49W,58.799999721318265,21,Boeing 737-900,Kaagbaan06_T,46,PH-BXT,
4933,132227431,2025-03-06 20:20:03,KLM23A,61.80000019779552,21,Boeing 737-800,Kaagbaan06_T,51,PH-BXY,
4935,132227461,2025-03-06 20:28:00,KLM1171,61.80000019779552,21,Boeing 737-800,Kaagbaan06_T,44,PH-BGC,
4937,132227481,2025-03-06 20:31:13,EZY14KA,58.10000000930995,21,Airbus A319 111,Kaagbaan06_T,67,G-EZGE,EasyJet
